CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
798,37,4,111723.08,1,1,1,83478.12,0
770,45,4,110765.68,1,1,0,26163.74,1
569,25,9,173459.45,2,1,1,44381.06,0
425,22,7,169649.73,2,0,1,136365,1
547,31,9,0,2,0,0,99294.22,0
725,45,8,116917.07,1,0,0,173464.43,1
506,37,5,0,2,1,1,127543.81,0
632,36,7,0,2,1,1,52526.65,0
620,22,0,0,1,1,0,32589.45,0
663,32,8,130627.66,1,1,0,47161.25,1
700,46,5,56580.95,2,0,1,45424.13,0
696,38,6,142316.14,1,1,1,8018.49,0
767,31,6,0,2,1,1,195668,0
561,56,7,152759,2,1,0,133167.11,1
350,39,0,109733.2,2,0,0,123602.11,1
706,54,9,117444.51,1,1,1,186238.85,0
464,34,5,76001.57,1,1,1,158668.87,0
501,34,3,107747.57,1,1,0,9249.36,0
745,35,8,0,2,1,1,116581.1,0
587,36,1,134997.49,2,1,0,44688.08,0
667,48,2,0,2,1,1,148608.39,0
737,36,9,0,1,0,1,188670.9,1
485,30,7,0,1,1,0,107067.37,0
590,37,0,64345.21,1,0,1,61759.33,1
518,35,8,141665.63,1,0,1,192776.64,0
581,29,8,0,2,1,0,46735.19,0
785,33,5,136624.6,2,1,1,169117.74,0
799,52,4,161209.66,1,1,1,89081.41,0
698,38,10,95010.92,1,1,1,105227.86,0
730,41,4,167545.32,1,1,0,128246.81,0
740,36,4,109044.6,1,0,0,94554.74,1
785,47,9,122031.55,1,1,1,33823.5,1
527,29,2,27755.97,1,1,0,97468.44,1
544,29,1,118560.55,1,1,1,164137.36,0
705,61,4,0,2,1,1,191313.7,0
684,34,9,0,2,1,1,65257.57,0
639,28,8,97840.72,1,1,1,178222.77,0
565,38,2,158651.29,2,1,1,179445.28,0
481,44,9,175303.06,1,1,0,65500.53,1
731,25,8,96950.21,1,1,0,97877.92,0
607,45,7,123859.6,1,0,1,113051.57,0
760,32,7,0,2,1,1,105969.05,0
559,70,9,0,1,1,1,122996.76,0
715,33,3,85227.84,1,1,1,68087.15,0
656,36,8,97786.08,2,0,1,21478.36,0
652,33,7,128135.99,1,1,0,158437.73,0
624,33,6,0,2,0,0,76551.7,0
634,36,2,85996.19,1,1,0,15887.68,0
850,50,10,0,2,1,1,33741.84,0
659,39,1,104502.11,1,1,0,20652.69,0
529,35,5,95772.97,1,1,1,112781.5,0
572,31,5,98108.79,1,0,1,119996.95,0
640,39,9,131607.28,4,0,1,6981.43,1
770,55,9,63127.41,2,1,0,185211.28,1
648,35,7,0,2,1,1,78436.36,0
579,31,9,0,1,0,1,139048,0
589,36,9,140355.56,2,1,0,136329.96,0
530,36,2,0,2,1,1,14721.8,0
831,30,2,0,2,0,1,3430.38,0
790,24,7,107418.27,1,0,1,160450.21,0
656,35,6,0,2,1,0,1485.27,0
563,32,6,0,2,1,1,19720.08,0
667,39,7,167557.12,1,1,1,41183.02,0
613,34,8,117300.02,1,1,0,139410.08,0
429,60,7,0,2,1,1,163691.48,0
665,23,9,143672.9,1,1,1,115147.33,0
731,33,4,0,2,1,1,74945.11,0
584,37,1,0,2,1,1,180363.56,0
634,31,8,76798.92,1,0,0,196021.73,0
488,34,3,0,2,1,1,125979.36,0
535,49,7,115309.75,1,1,0,111421.77,0
776,29,7,178171.04,2,1,1,115818.51,0
850,38,3,0,2,0,1,179360.76,0
673,37,0,0,2,0,0,82351.06,0
850,45,5,127258.79,1,1,1,192744.23,1
627,30,6,0,1,1,1,113408.47,0
570,33,8,0,1,1,1,124641.42,0
796,67,5,0,2,0,1,54871.02,0
773,33,10,0,1,1,1,98820.09,0
752,36,2,0,2,1,1,45570.84,0
625,69,1,107569.96,1,1,1,182336.45,0
535,20,9,134874.4,1,1,1,118825.56,0
786,29,4,0,2,1,0,103372.79,0
620,67,3,0,2,1,1,43486.73,0
605,48,6,0,2,1,1,40062.99,0
670,32,3,0,2,1,0,46175.7,0
617,42,0,70105.87,1,1,1,120830.73,0
595,41,9,0,2,1,0,5967.09,0
687,29,4,78939.15,1,1,0,122134.56,1
757,30,6,105128.85,2,1,1,62972.13,0
746,31,2,113836.27,1,1,1,174815.54,0
503,25,7,0,1,0,1,192841.13,0
543,48,1,100900.5,1,0,0,33310.72,1
428,40,3,129248.11,2,1,0,72876.43,1
768,28,3,109118.05,2,0,1,50911.41,0
618,56,7,0,1,1,1,142400.27,1
591,31,7,0,2,0,1,48778.46,0
658,35,5,126397.66,1,0,0,156361.58,1
625,36,9,108546.16,3,1,0,133807.77,1
717,36,2,148061.89,1,1,0,179128.69,1
667,44,8,122277.87,1,1,1,91810.71,0
804,24,3,0,2,1,0,173195.33,0
693,31,1,0,2,0,1,182270.88,0
729,36,8,152899.24,2,1,0,177130.33,0
484,54,3,134388.11,1,0,0,49954.79,1
632,40,3,109740.62,1,1,0,141896.74,0
536,23,6,92366.72,2,1,0,120661.71,0
573,26,4,129109.02,1,0,0,149814.68,1
655,56,5,0,2,1,1,41782.7,0
666,74,7,105102.5,1,1,1,46172.47,0
726,30,5,111375.32,2,1,0,2704.09,0
523,39,3,0,2,1,0,6726.53,0
728,33,9,150412.14,2,1,0,170764.08,0
701,30,3,156660.72,2,1,0,45742.42,0
518,38,3,90957.81,1,0,1,162304.59,0
739,37,7,104960.46,1,0,1,80883.82,0
531,31,7,117052.82,1,1,0,118508.09,1
452,44,3,88915.85,1,1,0,69697.74,0
684,45,6,148071.39,1,1,0,183575.01,0
728,39,6,152182.83,1,0,0,161203.6,0
783,39,9,0,2,1,0,143752.77,0
734,22,5,130056.23,1,0,0,121894.31,1
648,34,3,95039.73,2,1,1,147055.87,0
688,52,1,0,2,1,1,172033.57,0
680,35,9,0,2,0,0,143774.06,0
516,43,2,112773.73,2,1,1,139366.58,0
680,37,10,123806.28,1,1,0,81776.84,1
604,53,8,144453.75,1,1,0,190998.96,1
624,27,9,94667.29,2,0,1,4470.52,0
623,21,10,0,2,0,1,135851.3,0
624,51,5,174397.21,2,1,1,172372.63,0
565,58,3,108888.24,3,0,1,135875.51,1
565,55,4,118803.35,2,1,1,128124.7,1
710,54,6,171137.62,1,1,1,167023.95,1
645,42,6,0,1,0,0,149807.01,0
707,33,8,136678.52,1,1,0,54290.62,0
655,36,1,135515.76,1,1,0,86013.96,0
705,24,5,177799.83,2,0,0,79886.06,0
358,52,8,143542.36,3,1,0,141959.11,1
578,34,8,147487.23,2,1,0,66680.77,0
800,40,5,97764.41,1,1,0,98640.15,1
612,33,9,0,1,0,0,142797.5,1
681,48,8,139480.18,1,1,1,163581.67,0
559,25,5,0,2,1,1,163221.22,0
488,39,9,140553.46,1,0,0,12440.44,0
717,36,5,0,2,1,1,145551.6,0
666,41,10,141162.08,1,1,0,50908.48,0
582,26,4,65848.36,2,1,0,30149.21,0
733,30,0,83319.28,1,0,0,57769.2,0
693,41,4,0,2,0,0,156381.47,0
694,33,4,129731.64,2,1,0,178123.86,0
622,35,5,0,2,1,0,51112.8,0
598,38,6,0,2,0,0,173783.38,0
717,35,1,0,3,0,0,174770.14,1
494,37,5,107106.33,2,1,0,172063.09,0
644,33,8,0,2,1,1,155294.17,0
554,30,9,0,2,1,1,40320.3,0
476,69,1,105303.73,1,0,1,134260.34,0
667,28,6,165798.1,1,1,0,147090.9,0
748,40,4,0,2,1,0,132368.47,0
531,45,1,126495.57,2,1,1,164741.5,0
719,47,9,116393.59,1,1,0,63051.32,1
845,41,2,81733.74,2,0,0,199761.29,0
738,54,4,0,1,0,1,55725.04,1
563,46,8,106171.68,1,1,0,163145.5,1
695,28,0,96020.86,1,1,1,57992.49,0
841,41,1,0,2,0,1,193093.77,0
626,36,2,181671.16,2,1,1,57531.14,0
613,29,6,185709.28,2,1,1,77242.19,0
824,60,8,134250.17,3,0,0,153046.16,1
705,49,7,0,1,1,0,63405.2,1
584,44,5,95671.75,2,1,1,106564.88,0
534,62,2,0,2,0,0,42763.12,1
672,34,1,142151.75,2,1,1,168753.34,0
603,43,5,127823.93,1,1,1,19483.35,0
633,43,3,144164.29,1,1,1,158646.46,0
842,58,1,63492.94,1,1,1,83172.19,0
661,27,3,0,2,1,1,76889.79,0
601,74,2,0,2,0,1,51554.58,0
632,41,0,106134.46,1,0,1,105570.39,0
684,29,8,127269.75,1,0,1,79495.01,0
785,32,3,124493.03,2,0,1,52583.79,1
687,39,7,0,2,1,0,26848.25,0
705,43,10,146547.78,1,0,1,10072.55,1
639,43,6,99610.92,2,1,0,187296.78,0
729,46,5,117837.43,1,1,0,104016.61,1
556,48,8,168522.37,1,1,1,151310.16,0
570,32,9,117337.54,2,0,1,62810.91,0
841,74,9,108131.53,1,0,1,60830.38,0
705,35,4,136496.12,2,1,0,116672.02,0
553,32,3,116324.53,1,1,0,77304.49,0
779,40,2,75470.23,1,1,1,52894.01,0
696,28,4,172646.82,1,1,1,116471.43,0
728,37,4,0,1,0,0,4539.38,0
691,27,3,160358.68,2,1,0,142367.72,0
706,30,3,98415.37,1,1,1,110520.48,0
627,30,6,57809.32,1,1,0,188258.49,0
716,18,3,128743.8,1,0,0,197322.13,0
501,24,4,130806.42,2,1,0,80241.14,0
601,41,1,123971.16,1,0,1,172814.99,0
545,39,6,0,1,0,0,38410.74,1
634,45,9,0,2,0,0,17622.82,0
451,23,9,0,2,0,1,48021.71,0
655,59,7,0,1,1,0,88958.49,1
458,39,9,0,2,1,0,116343.09,0
520,33,4,156297.58,2,1,1,166102.61,0
624,28,2,0,2,0,1,104353.26,0
765,51,3,123372.3,1,1,1,115429.32,0
667,37,5,92171.35,3,1,0,178106.34,1
665,41,8,0,2,1,0,132152.32,0
709,34,4,148375.19,2,1,1,21521.38,0
583,44,8,0,2,1,1,27431.62,0
782,34,6,147422.44,1,0,1,42143.61,0
668,24,7,173962.32,1,0,0,106457.11,1
621,47,0,0,1,1,1,133831.37,1
579,64,6,145215.43,1,1,1,164083.72,0
547,38,5,167539.97,1,0,1,159207.34,0
840,39,1,94968.97,1,1,0,84487.62,0
667,27,3,106116.5,2,1,0,3674.71,0
723,34,5,0,2,0,1,12092.03,0
487,45,2,0,2,1,0,77475.73,0
668,31,9,0,2,0,0,41291.73,0
520,34,8,120018.86,2,1,1,343.38,0
549,37,2,112541.54,2,0,0,47432.43,0
567,35,5,166118.45,2,1,0,127827.18,0
720,45,1,102882.4,2,1,1,35633.15,1
492,49,8,0,1,1,1,182865.09,1
712,37,1,106881.5,2,0,0,169386.81,0
689,26,4,120727.97,1,0,1,149073.88,0
850,63,8,169832.57,1,0,0,184107.26,1
747,41,5,0,2,1,1,22750.17,0
469,38,9,113599.42,1,0,0,11950.29,0
539,38,6,0,1,1,1,152880.07,1
743,32,9,0,2,1,0,175252.78,0
707,47,3,0,2,1,0,174303.29,0
581,50,4,0,2,1,1,80701.72,0
737,38,6,146282.79,2,1,0,198516.2,0
445,38,6,119413.62,2,1,0,175756.36,0
703,29,3,122084.63,1,0,1,82824.08,0
588,35,1,103060.63,1,1,0,179866.01,1
765,44,6,0,2,1,1,159899.97,0
626,33,8,0,2,1,0,138504.28,0
545,37,9,110483.86,1,1,1,127394.67,0
744,31,9,120718.28,1,1,1,58961.49,0
658,31,2,36566.96,1,1,0,103644.98,1
629,28,8,108601,1,1,1,119647.7,0
719,42,4,0,1,1,0,28465.86,1
686,36,5,0,2,1,1,152979.14,0
743,36,4,0,2,1,1,190911.02,0
626,48,2,0,2,1,1,95794.98,0
661,44,1,141136.62,1,1,0,189742.78,1
710,45,9,108231.37,1,1,1,188574.08,0
654,40,6,0,1,0,0,183872.88,1
569,34,6,144855.34,1,0,0,196555.32,0
640,63,2,68432.45,2,1,1,112503.24,1
562,45,6,136855.24,1,1,0,46864,0
721,55,3,44020.89,1,1,0,65864.4,1
456,32,9,133060.63,1,1,1,125167.92,0
811,39,7,0,2,1,1,177519.39,0
534,24,1,0,1,1,1,169653.32,0
423,36,5,97665.61,1,1,0,118372.55,1
594,28,5,185013.02,1,1,0,16481.12,0
725,32,0,0,2,1,1,138525.19,0
716,52,7,65971.61,2,1,0,14608,1
595,41,9,150463.11,2,0,1,81548.38,0
679,33,1,0,2,0,0,69608.48,0
667,39,9,0,2,1,0,68873.8,0
661,37,5,136425.18,1,1,0,81102.81,0
655,38,3,250898.09,3,0,1,81054,1
555,55,4,146798.81,1,1,1,74149.77,0
531,70,1,0,2,0,0,99503.19,0
611,40,7,128486.91,2,1,0,10109.47,0
600,38,9,0,2,1,1,58855.85,0
531,37,1,143407.29,2,0,1,84402.46,0
601,43,2,0,1,1,0,49713.87,1
548,57,6,76165.65,1,1,1,133537.53,0
759,40,4,0,2,1,0,124615.59,0
678,49,8,0,2,0,1,98090.69,0
755,33,6,90560.3,2,1,1,42607.69,0
594,61,3,62391.22,1,1,1,192434.11,0
768,42,5,0,3,0,0,60686.4,0
492,31,7,0,2,1,1,49463.44,0
637,55,1,123378.2,1,1,0,81431.99,1
646,42,3,99836.47,1,0,1,22909.56,0
593,74,5,161434.36,2,1,1,65532.17,0
596,41,5,0,2,0,1,141053.85,0
722,48,10,138311.76,1,1,1,3472.63,1
642,25,7,0,2,1,0,102083.78,0
472,28,4,0,2,1,0,1801.77,0
738,35,6,101744.84,1,0,0,85185.44,0
732,33,8,0,1,1,0,119882.7,0
404,54,4,125456.07,1,1,0,83715.66,1
701,44,7,0,2,1,0,23425.78,0
683,31,2,0,2,0,1,77326.78,0
460,27,7,0,2,1,0,156150.08,1
690,29,5,0,2,1,0,108577.97,0
618,54,4,118449.21,1,1,1,133573.29,1
671,30,2,0,1,0,1,102057.86,0
765,32,9,178095.55,1,0,0,47247.56,0
651,25,2,109175.14,2,1,0,114566.47,0
704,32,7,127785.17,4,0,0,184464.7,1
544,45,6,0,2,0,1,151401.33,0
790,40,9,0,2,1,1,70607.1,0
710,34,9,134260.36,2,1,0,147074.67,0
743,37,8,69143.91,2,0,1,105780.18,0
702,34,4,100054.77,1,1,0,109496.45,0
704,45,6,0,1,1,1,137739.45,0
614,38,2,116248.88,1,1,0,105140.92,0
609,43,6,86053.52,2,1,1,113276.46,1
688,32,6,123157.95,1,1,0,172531.23,0
713,44,1,63438.91,1,1,0,64375.4,0
736,57,9,95295.39,1,1,0,28434.44,1
727,18,4,133550.67,1,1,1,46941.41,0
850,38,1,106871.81,2,1,0,29333.01,0
718,45,3,105266.32,2,1,1,193724.51,0
643,51,2,105229.53,1,1,0,34967.75,1
653,41,8,102768.42,1,1,0,55663.85,0
674,18,7,0,2,1,1,55753.12,1
690,35,6,112689.95,1,1,0,176962.31,0
819,38,9,122334.26,2,1,1,181507.44,0
634,34,1,0,2,1,0,61995.57,0
633,33,4,137847.41,2,1,0,98349.13,0
850,49,5,122486.47,1,0,1,59748.19,0
665,33,2,101286.11,1,1,1,159840.51,0
630,26,7,0,2,1,1,6656.64,0
836,57,4,101247.06,1,1,0,37141.62,1
668,38,10,86977.96,1,0,1,37094.75,0
753,57,7,0,1,1,0,159475.08,1
745,55,9,110123.59,1,0,1,51548.14,1
693,36,8,178111.82,1,0,0,58719.63,1
606,65,10,126306.64,3,0,0,7861.68,1
660,35,6,100768.77,1,1,0,19199.61,0
608,42,5,0,2,1,0,178504.29,0
744,44,3,0,2,1,1,189016.14,0
731,40,7,118991.79,1,1,1,156048.64,0
683,72,3,140997.26,1,0,1,52876.41,0
727,28,5,0,2,0,1,19653.08,0
561,32,6,166824.59,1,1,0,139451.98,0
700,34,2,76322.69,1,1,0,128136.29,0
605,35,6,0,2,1,1,45206.57,0
767,77,8,149083.7,1,1,1,190146.83,0
511,33,7,0,2,0,1,158313.87,0
667,40,9,0,1,1,1,96670.2,0
787,33,1,126588.81,2,0,1,62163.53,0
705,56,2,143249.67,1,1,0,88428.41,1
773,43,8,81844.91,2,1,1,35908.46,0
554,40,4,0,1,0,1,168780.04,0
526,58,9,190298.89,2,1,1,191263.76,0
661,35,2,117212.18,1,1,1,83052.03,0
698,46,0,0,2,1,1,125962.02,0
646,26,4,139848.17,1,1,0,164696.27,0
757,34,9,101861.36,2,0,0,187011.96,0
699,35,2,167455.66,2,1,1,55324.49,0
667,24,4,0,2,0,1,34335.55,0
774,43,1,116360.07,1,1,0,17004.14,0
745,40,3,88466.82,1,0,0,116331.42,0
649,42,7,0,2,0,1,22974.01,0
634,46,5,123642.36,1,1,1,49725.16,1
665,38,9,0,1,0,1,87412.74,0
713,38,9,72286.84,2,1,1,26136.89,0
652,40,1,0,2,1,0,126554.96,0
739,40,1,109681.61,1,1,1,193321.3,0
556,37,9,145018.64,2,1,0,90928.02,1
699,34,8,0,1,1,1,76510.46,0
708,32,8,187487.63,1,1,1,120115.5,0
480,35,2,165692.91,1,1,1,197984.58,0
700,59,5,137648.41,1,1,0,142977.05,1
525,47,6,118560,1,1,0,82522.61,1
845,33,8,164385.53,1,1,0,150664.97,0
613,37,9,108286.5,1,1,1,114153.44,0
850,34,2,0,2,1,1,171706.66,0
798,58,9,0,2,0,0,119071.56,1
773,47,2,118079.47,4,1,1,143007.49,1
614,35,2,127283.78,1,1,1,31302.35,0
473,48,8,0,2,1,0,71139.8,0
762,29,6,141389.06,1,1,0,54122.89,0
701,37,8,130091.5,1,1,1,120031.29,0
600,35,4,143744.77,2,1,0,104076.51,0
850,28,9,97408.03,1,1,1,175853.64,0
613,30,9,111927.45,1,1,1,175795.87,0
509,31,3,0,2,1,0,15360.91,0
509,38,2,0,1,0,0,168460.12,0
609,34,1,0,1,1,1,181177.9,0
456,33,1,188285.68,1,0,0,58363.94,0
728,46,2,109705.52,1,1,0,20276.87,1
663,33,9,0,2,0,0,91514.62,0
673,34,1,127122.79,3,0,1,76703.1,0
717,40,0,98241.04,1,1,0,110887.14,0
741,37,8,170840.08,2,0,0,109843.16,0
498,41,4,87541.06,2,1,1,12577.21,1
850,26,4,62610.96,2,0,1,179365.1,0
493,36,9,0,2,1,1,65816.53,0
686,47,5,113328.93,1,1,0,124170.9,0
666,35,2,104832.49,1,1,0,175015.12,0
733,31,9,102289.85,1,1,1,115441.66,0
631,34,6,125227.82,2,0,1,128247.03,0
714,49,5,140510.89,1,1,0,141914.94,0
767,35,6,132253.22,1,1,0,115566.57,1
711,43,2,39043.29,2,1,1,175423.69,0
722,34,8,0,2,1,1,133447.49,0
631,55,9,99685.06,1,1,0,114474.98,0
701,38,3,125385.49,2,0,1,52044.66,0
790,46,2,131365.37,2,1,1,180290.68,0
633,58,6,98308.51,1,1,1,132034.13,0
644,37,8,0,2,1,0,20968.88,0
757,44,5,140856.16,2,1,0,158735.1,0
696,30,8,0,2,1,1,196134.44,0
746,35,2,172274.01,1,1,0,22374.97,0
649,36,8,0,2,1,0,161668.15,0
565,38,0,122447.76,1,0,0,67339.34,0
720,38,10,0,2,1,1,56229.72,1
648,56,6,157559.59,2,1,0,140991.23,1
632,41,3,126550.7,1,0,0,177644.52,1
622,30,2,158584.82,3,1,0,142342.55,1
835,28,2,163569.61,2,1,1,154559.28,0
493,31,3,0,1,1,1,176570.28,1
785,33,6,127211.45,1,0,0,191961.83,0
681,42,3,118199.97,2,1,0,9452.88,1
621,30,2,101014.08,2,1,1,165257.31,0
756,38,6,119208.85,1,1,0,169763.89,1
515,66,6,0,2,1,1,160663.11,0
625,58,10,53772.73,1,1,1,192072.1,1
717,39,6,0,2,1,0,93275.61,0
595,41,2,138878.81,1,0,1,112269.67,0
539,37,1,130922.81,2,0,0,2186.83,0
762,35,9,0,2,1,1,43075.7,0
706,20,8,0,2,1,1,12368.11,0
677,25,8,130866.19,1,1,0,42410.21,0
733,33,7,187257.94,1,0,1,190430.81,0
684,41,7,0,1,1,1,138394.37,0
679,36,6,147733.64,1,0,1,172501.38,0
478,43,1,0,2,1,1,197916.43,0
696,33,2,163139.27,1,1,1,7035.36,0
686,35,4,0,2,1,1,159676.55,0
466,36,5,119540.15,1,0,1,80603.99,0
686,41,4,129553.76,2,1,0,187599.8,0
576,55,9,0,2,1,1,94450.97,0
763,61,1,66101.89,1,1,1,143981.27,0
572,43,2,140431.98,1,1,0,26450.57,1
757,49,2,0,2,0,0,164482.92,0
582,29,0,0,1,1,1,84012.81,0
623,35,5,0,2,1,0,101192.08,0
617,37,4,116471.43,2,1,0,175324.74,1
425,39,4,0,2,1,0,197226.32,0
659,56,9,123785.24,1,1,0,99504.03,1
605,33,4,0,2,0,1,83700.66,0
538,38,8,88758.95,2,0,0,28226.15,1
665,25,5,153611.83,2,1,0,35321.65,0
491,57,4,112044.72,1,1,1,41229.73,1
726,27,7,123826.07,1,0,1,78970.58,0
580,65,9,106804.26,3,1,0,107890.69,1
550,48,6,0,2,1,1,191870.28,0
542,59,2,68892.77,2,1,0,7905.06,1
732,43,6,0,2,1,0,65731.53,0
473,33,5,125827.43,1,0,1,145698.73,0
745,34,9,0,2,1,0,50046.25,0
732,36,7,0,2,1,1,60830.24,0
848,40,5,148495.64,1,0,0,158853.98,0
572,37,1,133043.66,1,0,0,111243.09,0
702,45,9,74989.58,1,1,1,171014.69,0
664,39,7,60263.23,1,1,0,170835.32,0
630,50,3,129370.91,4,1,1,47775.34,1
618,44,5,157955.83,2,0,0,139297.71,0
556,26,4,0,1,1,0,195167.38,0
619,30,7,70729.17,1,1,1,160948.87,0
644,48,8,0,2,0,1,44965.54,1
658,50,2,0,2,1,0,52137.73,0
598,27,8,90721.52,2,1,0,109296.18,0
677,27,2,0,2,1,1,20092.89,0
689,45,0,57784.22,1,1,0,197804,1
591,33,9,131765.72,1,1,0,118782.06,0
699,40,7,0,1,0,1,152876.13,1
749,47,9,110022.74,1,0,1,135655.29,1
709,40,9,131569.63,1,1,1,103970.58,0
607,61,2,164523.5,2,1,1,35786.76,0
650,25,2,114330.95,1,1,1,25325.07,0
651,45,10,135923.16,1,1,0,18732.84,0
676,61,8,0,2,1,1,118522.73,0
723,49,4,0,2,0,1,89972.25,0
714,45,0,124693.48,1,0,1,187194.15,0
759,35,7,147936.42,1,1,1,106785.7,0
582,29,0,0,1,1,0,142516.35,0
697,34,2,126558.92,1,1,0,73334.43,0
610,57,6,106938.11,2,0,1,186612.47,0
488,33,4,140002.35,1,1,0,123613.81,0
599,46,9,123444.72,1,1,1,31368.08,1
781,32,6,147107.91,1,1,1,40066.95,0
645,19,9,128514.84,1,0,0,175969.19,0
545,55,5,0,1,0,0,10034.77,1
597,40,9,106756.01,2,1,0,151167.94,0
561,28,3,0,2,1,0,191387.76,0
662,37,6,0,2,1,0,51229.17,0
649,50,5,155393.32,1,1,1,87351.42,1
630,36,2,110414.48,1,1,1,48984.95,0
672,33,2,0,2,1,1,182738,0
636,37,9,157098.52,1,1,1,153535.27,0
593,38,5,85626.6,1,1,1,125079.65,0
545,45,6,93796.42,2,1,1,162321.26,0
567,41,1,0,2,1,0,3414.72,0
583,51,6,125268.03,2,1,0,165082.25,0
681,29,2,148143.84,1,1,1,52021.39,0
762,29,10,115545.33,2,1,0,148256.43,0
648,35,7,0,2,0,0,122899.01,0
644,30,5,44928.88,1,1,1,10771.46,0
706,29,2,0,2,1,1,18255.51,0
850,35,3,162442.35,1,1,0,183566.78,0
484,39,5,0,2,1,1,175224.12,0
508,28,0,96213.82,2,1,0,147913.56,0
439,29,6,156569.43,1,1,0,180598.66,0
484,36,8,0,2,1,0,186136.48,0
803,37,1,0,2,0,0,7455.2,0
724,48,6,110463.25,2,1,1,80552.11,1
640,33,7,154575.76,1,1,0,25722.28,1
701,35,9,0,2,0,0,170996.86,0
537,37,3,0,2,1,1,20603.32,0
651,26,5,147037.32,1,0,0,141763.26,0
523,41,0,119276.31,1,0,0,122284.38,1
717,25,7,108664.85,2,1,0,190011.85,0
593,44,5,0,1,1,0,128046.98,0
706,38,5,163034.82,2,1,1,135662.17,0
714,49,4,93059.34,1,1,0,7571.51,1
794,38,9,179581.31,1,1,0,23596.24,0
518,46,4,113625.93,1,0,0,92727.42,1
589,55,7,119961.48,1,1,0,65156.83,1
824,45,3,129209.48,1,0,0,60151.77,0
719,42,5,137227.04,3,1,0,149097.38,1
617,58,3,119024.75,2,1,0,35199.24,1
651,35,7,74623.5,3,1,0,129451.29,1
637,45,2,157929.45,1,1,1,145134.49,1
554,26,7,92606.86,2,1,0,192709.69,0
731,35,2,127862.93,2,1,0,139083.7,0
569,42,1,0,1,1,1,83629.6,1
625,37,4,142711.81,1,1,0,35625.41,0
592,38,4,0,2,1,0,35338.96,0
669,43,1,163159.85,1,0,1,15602.8,0
663,32,3,108586.86,1,1,1,182355.21,0
518,41,5,110624.99,1,1,0,89327.67,0
686,43,5,154846.24,2,1,1,151903.6,0
709,45,4,122917.71,1,1,1,11.58,1
571,33,9,0,2,0,1,77519.62,0
707,31,2,82787.93,2,0,0,91423.69,0
701,32,5,102500.34,1,0,0,106287.77,0
672,34,9,0,2,1,0,161800.77,0
620,39,9,159492.79,1,1,0,80582.34,1
557,48,10,0,2,1,1,185094.48,0
648,54,7,118241.02,1,1,0,172586.89,1
479,35,2,113090.4,1,1,0,195649.79,0
730,22,9,65763.57,1,1,1,145792.01,0
737,43,1,125537.38,1,1,0,138510.01,1
616,31,3,94263.91,2,1,0,168895.06,0
639,29,4,133434.57,2,1,0,97983.44,0
815,39,6,0,1,1,1,85167.88,0
786,31,9,0,2,1,1,18210.36,0
549,50,9,94748.76,2,0,1,13608.18,0
622,38,4,98640.74,1,1,1,110457.99,0
624,26,9,74681.9,2,0,0,31231.35,0
841,34,4,0,2,1,0,141582.66,0
614,41,7,179915.85,1,0,0,14666.35,1
676,30,1,128207.23,1,1,1,55400.17,0
697,42,9,132739.26,2,0,0,174667.65,0
732,40,10,0,2,1,0,154189.08,0
623,27,4,120509.81,1,0,0,142170.44,0
541,46,4,124547.13,2,1,0,94499.06,0
773,39,4,0,2,0,1,182081.45,0
762,34,4,88815.56,2,1,0,68562.26,1
655,35,1,82231.51,2,1,0,88798.02,0
602,32,7,184715.86,2,1,0,113781.99,0
850,31,3,0,2,1,0,121866.87,0
649,51,4,0,1,1,1,150390.57,0
850,28,4,147972.19,1,1,0,60708.72,1
543,43,9,0,2,1,1,78858.07,0
672,52,8,170008.84,1,0,0,56407.42,1
600,27,3,0,2,0,1,125698.97,0
671,34,10,0,1,1,0,23235.38,0
706,42,8,95386.82,1,1,1,75732.25,0
541,51,7,90373.28,2,1,0,179861.79,0
711,34,4,133467.77,2,1,1,42976.64,0
630,30,3,0,2,0,1,10486.69,0
531,31,3,96288.26,1,1,0,56794.73,0
641,26,4,91547.84,2,0,1,28157.34,0
631,37,8,138292.64,2,0,0,152422.91,1
685,35,9,0,1,1,0,167033.83,0
702,32,8,71667.74,1,1,1,126082.18,0
708,43,0,118994.84,1,1,0,181499.77,1
653,55,7,0,2,1,1,41967.03,0
654,37,2,145610.07,2,0,0,186300.59,0
596,33,1,138162.81,1,1,0,85412.54,0
549,31,9,135020.21,2,1,1,23343.18,0
754,38,2,0,2,1,0,180698.32,0
815,25,8,135161.67,1,1,1,136071.05,0
556,52,9,0,1,1,0,175149.2,1
706,32,6,94486.47,1,1,1,146949.74,0
850,46,9,117640.39,1,1,0,88920.68,0
732,33,8,111379.55,1,1,1,45098.62,0
614,40,6,0,1,1,1,20339.79,1
580,57,0,136820.99,1,0,1,108528.74,0
593,46,7,98752.51,1,1,0,145560.38,0
653,25,2,158266.42,3,1,1,199357.24,0
746,29,4,105599.67,1,1,1,43106.17,0
662,29,10,0,2,1,0,137508.31,0
573,31,2,0,2,1,1,91957.39,0
684,39,4,139723.9,1,1,1,120612.11,0
793,41,3,141806.46,1,1,0,102921.17,0
798,49,5,132571.67,1,1,1,31686.33,1
524,40,2,180516.9,1,1,0,180002.42,0
816,31,8,0,2,1,1,28407.4,0
742,41,4,92805.72,1,0,1,73743.95,1
540,22,4,0,3,1,1,186233.26,1
